set_id,split,k,specificity_mean,model,category_group,category_name
inst-0659,val,1,3.0,sol,New User Experience,Welcome & Get Started
inst-0660,train,1,1.0,sol,Utility,Filters & Stickers
inst-0661,train,1,1.0,opus,Content,Stories
inst-0662,train,2,1.5,sol,Commerce & Finance,Order History
inst-0665,train,3,3.0,opus,Utility,Date & Time
inst-0666,train,1,3.0,sol,Social,Achievements & Awards
inst-0667,train,1,2.0,opus,New User Experience,Splash Screen
inst-0668,train,3,2.0,sol,Content,Goal & Task
inst-0669,train,3,3.0,opus,Actions,Schedule
inst-0670,val,2,1.5,sol,Actions,Transfer & Send Money
inst-0672,test,3,1.33,opus,Utility,Dynamic Island
inst-0673,train,1,3.0,sol,Commerce & Finance,Cart & Bag
inst-0674,train,1,1.0,opus,Social,Chat Detail
inst-0675,val,2,3.0,sol,Actions,Upload & Download
inst-0676,train,2,1.5,sol,Content,Browse & Discover
inst-0677,train,2,2.5,opus,Commerce & Finance,Billing
inst-0678,train,1,1.0,sol,User Collections,Downloads & Available Offline
inst-0680,train,3,2.0,opus,Communication,Empty State
inst-0683,train,1,4.0,sol,Data,Dashboard
inst-0684,test,1,1.0,opus,New User Experience,Verification
inst-0688,train,3,3.0,opus,Content,Emails & Messages
inst-0692,train,2,1.5,opus,Utility,Live Activities
inst-0693,train,3,2.0,opus,Content,Home
inst-0694,train,2,2.5,sol,Actions,Follow & Subscribe
inst-0695,test,2,3.5,opus,User Collections,Downloads & Available Offline
inst-0696,train,3,2.67,sol,Content,Class & Lesson Detail
inst-0697,train,3,2.0,opus,Actions,Search
inst-0698,train,1,2.0,sol,Communication,Feedback
inst-0699,train,1,2.0,opus,Communication,Error
inst-0702,train,1,1.0,sol,Utility,Live Activities
inst-0704,test,2,2.0,opus,Commerce & Finance,Pricing
inst-0705,val,1,1.0,sol,Content,Event Detail
inst-0706,train,2,2.5,sol,Communication,Feature Info
inst-0707,test,2,1.5,opus,Content,Post Detail
inst-0708,train,2,2.0,opus,Communication,Suggestions & Similar Items
inst-0710,train,1,2.0,opus,Data,Charts
inst-0711,test,1,3.0,sol,Actions,Like & Upvote
inst-0712,train,1,1.0,opus,Actions,Favorite & Pin
inst-0713,test,1,1.0,sol,Commerce & Finance,Order Confirmation
inst-0715,train,1,3.0,sol,New User Experience,Signup
inst-0716,train,1,1.0,opus,Commerce & Finance,Order History
inst-0718,test,3,1.67,sol,Account Management,Forgot Password
inst-0720,train,1,1.0,sol,Actions,Move
inst-0721,test,1,3.0,opus,Actions,Flag & Report
inst-0722,train,2,2.0,sol,Utility,Video Player
inst-0723,train,2,2.5,opus,Utility,Audio Player
inst-0725,train,1,1.0,sol,Social,Invite Teammates
inst-0726,train,1,2.0,opus,Communication,Loading
inst-0729,test,3,2.0,opus,Actions,Select
inst-0731,train,3,3.0,opus,Utility,Widgets
inst-0733,train,2,3.5,opus,Commerce & Finance,Subscription & Paywall
inst-0734,val,2,1.0,sol,Communication,Permission
inst-0735,val,2,3.0,opus,Communication,Terms & Conditions
inst-0736,val,1,1.0,sol,Social,Notifications
inst-0737,train,1,3.0,opus,Actions,Move
inst-0738,train,1,1.0,sol,Content,Recipe Detail
inst-0739,train,1,4.0,opus,Social,Groups & Community
inst-0740,train,3,2.0,opus,User Collections,Trash & Archive
inst-0742,train,3,1.0,opus,Utility,Reminder
inst-0743,val,2,1.0,opus,Actions,Reorder
inst-0744,train,1,3.0,opus,New User Experience,Account Setup
inst-0747,val,3,2.33,sol,Content,Song & Podcast Detail
inst-0748,test,3,3.0,opus,Communication,Action Option
inst-0750,train,3,1.67,sol,Utility,Audio Player
inst-0751,val,3,1.33,opus,Account Management,My Account & Profile
inst-0752,val,3,2.0,opus,Actions,Save
inst-0753,train,1,2.0,opus,Content,Quiz
inst-0754,train,1,3.0,sol,Account Management,Login
inst-0756,test,1,3.0,sol,Actions,Add & Create
inst-0757,test,1,1.0,opus,Commerce & Finance,Promotions & Rewards
inst-0758,train,3,2.0,sol,Utility,Timer & Clock
inst-0761,train,1,3.0,opus,Communication,Confirmation
inst-0762,val,1,4.0,sol,Commerce & Finance,Promotions & Rewards
inst-0763,test,1,2.0,opus,Content,Article Detail
inst-0764,train,1,1.0,sol,User Collections,Playlists
inst-0766,train,3,2.67,sol,Social,Reviews & Ratings
inst-0767,train,2,1.5,sol,Utility,Widgets
inst-0768,train,1,1.0,sol,Communication,Terms & Conditions
inst-0770,val,3,3.0,sol,Content,Quiz
inst-0771,train,2,2.5,sol,Actions,Delete
inst-0772,test,2,2.5,opus,Communication,Help & Support
inst-0773,test,1,1.0,sol,Commerce & Finance,Checkout
inst-0775,train,3,1.33,sol,New User Experience,Verification
inst-0776,train,3,1.0,opus,Content,Browse & Discover
inst-0778,train,3,3.33,opus,Social,Reviews & Ratings
inst-0780,val,2,3.5,sol,Content,Emails & Messages
inst-0782,train,3,1.0,opus,Account Management,Login
inst-0783,train,2,1.5,sol,Utility,Browser
inst-0784,val,2,2.5,opus,Actions,Like & Upvote
inst-0786,train,2,3.0,opus,User Collections,Bookmarks & Collections
inst-0787,train,2,3.0,sol,Data,Progress
inst-0788,train,1,1.0,sol,Actions,Schedule
inst-0789,test,1,1.0,opus,Commerce & Finance,Payment Method
inst-0792,train,1,1.0,sol,Communication,Error
inst-0793,train,1,1.0,opus,Content,News Feed
inst-0794,train,3,2.67,sol,Account Management,Settings & Preferences
inst-0795,test,3,2.33,sol,Utility,Date & Time
inst-0796,train,3,2.33,opus,Social,Achievements & Awards
inst-0797,train,1,4.0,sol,New User Experience,Account Setup
inst-0799,train,1,2.0,opus,New User Experience,Guided Tour & Tutorial
inst-0802,val,2,3.0,opus,Actions,Filter & Sort
inst-0804,train,2,2.0,opus,Actions,Share
inst-0805,train,3,3.0,sol,Utility,Map
inst-0806,train,3,1.0,sol,Commerce & Finance,Wallet & Balance
inst-0807,train,3,3.0,opus,Communication,Acknowledgement & Success
inst-0810,train,3,2.33,opus,Social,Leaderboard
inst-0811,train,3,2.33,sol,Actions,Ban & Block
inst-0813,train,1,3.0,sol,Commerce & Finance,Cart & Bag
inst-0814,train,1,2.0,opus,Commerce & Finance,Billing
inst-0815,test,1,2.0,sol,Social,Followers & Following
inst-0816,train,1,4.0,opus,Account Management,Forgot Password
inst-0817,test,2,2.5,sol,Communication,About
inst-0818,val,2,1.5,opus,Communication,Suggestions & Similar Items
inst-0819,train,1,1.0,sol,Actions,Filter & Sort
inst-0820,train,1,3.0,opus,Actions,Add & Create
inst-0821,test,3,2.67,sol,Utility,Call
inst-0822,val,3,2.67,opus,Utility,Calendar
inst-0823,train,3,2.33,sol,Content,Article Detail
inst-0824,train,3,2.67,opus,Data,Progress
inst-0826,train,2,1.5,sol,Account Management,Delete & Deactivate Account
inst-0827,train,2,1.5,sol,New User Experience,Signup
inst-0828,train,2,2.0,opus,New User Experience,Splash Screen
inst-0830,train,2,2.5,sol,Utility,Live Activities
inst-0832,val,1,2.0,sol,Commerce & Finance,Order Detail
inst-0833,train,1,2.0,opus,Communication,About
inst-0834,train,1,1.0,sol,Social,Invite Teammates
inst-0835,train,1,2.0,opus,Commerce & Finance,Cart & Bag
inst-0836,train,2,2.5,sol,Content,Stories
inst-0837,val,2,2.5,sol,Actions,Add & Create
inst-0838,train,3,1.33,sol,Utility,Filters & Stickers
inst-0839,test,3,2.33,opus,Content,Emails & Messages
inst-0840,train,1,4.0,sol,Data,Dashboard
inst-0842,train,2,3.0,sol,Communication,Feature Info
inst-0843,train,2,1.0,sol,Content,Quiz
inst-0845,train,3,3.33,sol,Actions,Cancel
inst-0846,train,3,3.0,opus,Content,Quiz
inst-0849,val,1,2.0,sol,Social,Notifications
inst-0851,train,1,1.0,opus,Utility,Reminder
inst-0852,test,3,3.0,sol,Actions,Favorite & Pin
inst-0853,train,3,2.67,opus,New User Experience,Account Setup
inst-0855,train,1,1.0,opus,Actions,Draw & Annotate
inst-0856,train,1,3.0,sol,Communication,Help & Support
inst-0857,train,1,1.0,opus,Communication,Permission
inst-0858,train,2,1.0,sol,Content,Goal & Task
inst-0859,train,2,2.0,opus,Account Management,Settings & Preferences
inst-0860,train,3,1.33,sol,Commerce & Finance,Shop & Storefront
inst-0861,train,1,2.0,sol,Utility,Timer & Clock
inst-0863,train,3,1.67,opus,Utility,Dynamic Island
inst-0864,val,1,4.0,opus,Actions,Invite & Refer Friends
inst-0865,train,3,2.67,sol,Social,Achievements & Awards
inst-0866,train,3,2.33,opus,Social,Social Feed
inst-0868,train,1,3.0,opus,Utility,Live Activities
inst-0870,train,1,3.0,opus,User Collections,Downloads & Available Offline
inst-0871,train,2,2.0,sol,User Collections,Playlists
inst-0874,train,2,1.5,sol,Utility,Camera & Scanner
inst-0875,val,2,2.5,opus,Actions,Filter & Sort
inst-0876,val,3,3.33,sol,Content,Browse & Discover
inst-0877,test,3,1.0,opus,Utility,Widgets
inst-0879,test,2,3.0,sol,Commerce & Finance,Billing
inst-0880,train,2,3.5,sol,Content,Class & Lesson Detail
inst-0881,train,2,3.0,opus,Content,Stories
inst-0883,test,1,3.0,opus,Social,Followers & Following
inst-0884,val,2,2.5,sol,Social,User / Group Profile
inst-0885,train,2,3.0,opus,Actions,Delete
inst-0887,train,3,2.67,opus,New User Experience,Verification
inst-0889,train,1,3.0,opus,Utility,Media Editor
inst-0890,train,1,1.0,sol,Commerce & Finance,Checkout
inst-0892,test,2,2.0,sol,Communication,Terms & Conditions
inst-0893,train,1,1.0,sol,Actions,Move
inst-0894,val,1,3.0,opus,Content,Recipe Detail
inst-0895,train,3,2.67,sol,Utility,Audio & Video Recorder
inst-0897,train,3,2.33,sol,Social,Reviews & Ratings
inst-0901,train,3,2.67,sol,Account Management,My Account & Profile
inst-0902,train,3,2.0,opus,New User Experience,Welcome & Get Started
inst-0903,train,2,2.5,sol,Actions,Reorder
inst-0904,test,2,3.0,opus,Data,Charts
inst-0905,test,3,3.0,sol,Commerce & Finance,Order Confirmation
inst-0906,test,3,3.0,opus,Utility,Filters & Stickers
inst-0907,train,1,1.0,sol,Content,News Feed
inst-0909,train,2,1.0,opus,Communication,Error
inst-0910,train,1,2.0,sol,New User Experience,Welcome & Get Started
inst-0911,test,3,2.0,sol,Actions,Search
inst-0913,train,2,2.0,sol,Social,Leaderboard
inst-0915,train,3,2.0,opus,Social,Notifications
inst-0917,train,1,2.0,sol,Communication,Confirmation
inst-0918,val,1,2.0,opus,Actions,Move
inst-0919,train,2,1.5,opus,User Collections,Trash & Archive
inst-0920,test,1,1.0,sol,Utility,Browser
inst-0922,train,1,3.0,opus,Communication,Loading
inst-0923,train,3,3.0,opus,Account Management,Login
inst-0924,test,3,1.33,sol,Utility,Reminder
inst-0927,train,2,2.0,sol,Communication,Empty State
inst-0928,train,2,1.0,opus,Social,Reviews & Ratings
inst-0929,train,3,1.0,sol,Social,Comments
inst-0930,train,3,1.0,sol,Account Management,Forgot Password
inst-0931,train,1,2.0,sol,Commerce & Finance,Pricing
inst-0933,train,3,2.67,opus,Actions,Transfer & Send Money
inst-0934,train,1,1.0,sol,Actions,Share
inst-0935,train,1,3.0,opus,Utility,Timeline & History
inst-0936,train,3,3.0,sol,Content,Song & Podcast Detail
inst-0937,test,3,1.67,opus,Communication,Privacy Policy
inst-0941,train,2,2.5,sol,Communication,Error
inst-0942,train,2,1.5,sol,Utility,Map
inst-0943,train,2,1.5,opus,Social,Achievements & Awards
inst-0945,train,3,1.67,sol,Commerce & Finance,Payment Method
inst-0946,train,3,1.0,sol,Data,Progress
inst-0947,train,3,2.0,opus,Content,Event Detail
inst-0948,test,3,2.33,sol,Content,TV Show & Movie Detail
inst-0950,train,1,3.0,sol,Actions,Schedule
inst-0951,train,1,3.0,sol,Communication,Permission
inst-0952,train,1,3.0,opus,Data,Dashboard
inst-0954,train,2,3.5,opus,Communication,Feature Info
inst-0955,val,2,1.5,sol,User Collections,Trash & Archive
inst-0957,train,2,2.0,sol,Content,Emails & Messages
inst-0958,train,3,2.0,sol,Actions,Delete
inst-0959,test,3,2.67,opus,Actions,Follow & Subscribe
inst-0961,train,1,1.0,opus,Commerce & Finance,Wallet & Balance
inst-0962,train,1,3.0,sol,Social,Social Feed
inst-0963,train,1,2.0,opus,Social,Groups & Community
inst-0964,train,3,3.67,sol,Commerce & Finance,Promotions & Rewards
inst-0965,train,1,2.0,sol,Account Management,Settings & Preferences
inst-0968,train,1,4.0,opus,Actions,Like & Upvote
inst-0969,val,1,1.0,sol,Communication,Loading
inst-0970,train,1,2.0,opus,Content,Goal & Task
inst-0971,train,1,1.0,sol,Utility,Audio Player
inst-0974,test,3,3.33,opus,Utility,Camera & Scanner
inst-0975,test,1,2.0,sol,Communication,Suggestions & Similar Items
inst-0976,train,1,4.0,opus,New User Experience,Signup
inst-0977,train,2,1.0,opus,Communication,Acknowledgement & Success
inst-0979,train,1,1.0,opus,Commerce & Finance,Payment Method
inst-0980,train,1,4.0,sol,Content,Post Detail
inst-0983,train,3,2.0,sol,Commerce & Finance,Wallet & Balance
inst-0984,train,3,2.67,opus,Content,Product Detail
inst-0001,test,3,3.0,sol,Actions,Search
inst-0003,train,3,1.67,sol,Content,Emails & Messages
inst-0004,test,1,3.0,sol,Social,Achievements & Awards
inst-0005,train,1,4.0,opus,Social,Achievements & Awards
inst-0017,train,1,2.0,opus,Actions,Draw & Annotate
inst-0025,val,2,3.0,sol,Content,Goal & Task
inst-0027,train,2,2.0,sol,Communication,About
inst-0028,train,2,2.5,opus,Content,Note Detail
inst-0033,test,1,4.0,opus,Commerce & Finance,Cart & Bag
inst-0036,train,1,3.0,sol,Content,Home
inst-0038,train,3,1.67,sol,Social,Leaderboard
inst-0042,train,3,4.0,opus,Utility,Chat Bot
inst-0043,test,2,4.0,sol,Actions,Delete
inst-0050,train,1,2.0,opus,Utility,Widgets
inst-0051,train,2,2.5,sol,Utility,Timer & Clock
inst-0053,val,3,3.0,opus,Actions,Schedule
inst-0055,train,2,2.0,opus,Communication,Help & Support
inst-0059,train,2,2.0,opus,Actions,Like & Upvote
inst-0061,train,3,1.67,sol,Actions,Flag & Report
inst-0062,test,3,2.67,opus,Utility,Location & Address
inst-0063,test,2,3.0,sol,Utility,Media Editor
inst-0066,train,2,1.0,opus,User Collections,Bookmarks & Collections
inst-0070,train,3,2.0,sol,Communication,Privacy Policy
inst-0072,train,3,2.33,opus,Utility,Video Player
inst-0073,train,2,3.0,opus,Content,Stories
inst-0077,train,2,4.0,sol,Content,Post Detail
inst-0078,train,2,2.5,opus,Utility,Calendar
inst-0081,val,3,3.33,sol,Communication,Permission
inst-0082,train,3,1.67,opus,Commerce & Finance,Billing
inst-0088,train,3,4.0,opus,Account Management,Forgot Password
inst-0090,train,1,1.0,opus,Social,Chat Detail
inst-0094,train,3,1.0,opus,Communication,Feature Info
inst-0101,train,2,3.5,opus,New User Experience,Signup
inst-0102,test,3,2.33,sol,New User Experience,Welcome & Get Started
inst-0106,test,2,3.5,opus,Actions,Ban & Block
inst-0107,test,1,4.0,sol,Actions,Ban & Block
inst-0108,val,1,4.0,opus,Communication,Terms & Conditions
inst-0109,train,3,3.33,sol,Social,Invite Teammates
inst-0111,train,2,3.5,sol,Content,Class & Lesson Detail
inst-0114,val,2,2.0,opus,Social,Followers & Following
inst-0117,train,3,2.33,sol,Data,Charts
inst-0118,train,3,3.0,opus,Utility,Media Editor
inst-0122,train,3,1.67,opus,Communication,Permission
inst-0124,val,3,3.0,opus,Content,Home
inst-0125,test,1,3.0,sol,Content,Event Detail
inst-0126,train,1,4.0,opus,Utility,Browser
inst-0128,train,3,2.0,opus,Actions,Add & Create
inst-0138,test,1,4.0,sol,Commerce & Finance,Order Confirmation
inst-0140,train,3,3.33,opus,Content,Post Detail
inst-0145,train,2,3.0,sol,Actions,Like & Upvote
inst-0152,train,2,3.0,opus,Social,Groups & Community
inst-0163,test,2,2.5,opus,Actions,Move
inst-0165,train,2,4.0,opus,Utility,Map
inst-0166,train,3,3.33,sol,Utility,Video Player
inst-0181,train,2,3.5,sol,Social,Reviews & Ratings
inst-0193,test,1,3.0,opus,Communication,About
inst-0195,train,1,3.0,opus,Utility,Timeline & History
inst-0200,train,3,3.0,sol,Content,Note Detail
inst-0201,train,3,3.0,sol,Social,Chat Detail
inst-0202,val,3,2.67,opus,New User Experience,Guided Tour & Tutorial
inst-0204,train,3,2.67,opus,Actions,Follow & Subscribe
inst-0205,train,2,2.5,sol,Commerce & Finance,Promotions & Rewards
inst-0212,train,2,3.5,opus,Actions,Like & Upvote
inst-0215,train,3,2.0,sol,Social,Achievements & Awards
inst-0216,train,3,4.0,sol,Content,Quiz
inst-0224,train,1,4.0,opus,Social,Chat Detail
inst-0234,test,2,2.5,opus,Communication,Privacy Policy
inst-0240,test,3,2.67,sol,Utility,Call
inst-0245,train,2,3.0,sol,Communication,Error
inst-0259,train,3,2.0,opus,Actions,Draw & Annotate
inst-0260,train,1,3.0,opus,Utility,Timer & Clock
inst-0264,train,3,2.33,opus,Actions,Search
inst-0267,test,2,2.0,sol,Actions,Search
inst-0271,train,2,1.0,sol,Content,Stories
inst-0276,train,3,4.0,sol,User Collections,Playlists
inst-0277,train,3,3.0,opus,Commerce & Finance,Order Confirmation
inst-0281,train,3,2.67,opus,Content,Quiz
inst-0283,train,3,4.0,opus,Actions,Add & Create
inst-0300,train,2,1.5,sol,Commerce & Finance,Billing
inst-0304,val,3,2.0,sol,Actions,Transfer & Send Money
inst-0309,train,2,3.0,opus,Social,Leaderboard
inst-0313,train,3,4.0,opus,Content,Class & Lesson Detail
inst-0314,test,2,2.5,sol,Content,Class & Lesson Detail
inst-0315,train,1,4.0,sol,Commerce & Finance,Order Confirmation
inst-0345,train,3,2.0,sol,Actions,Move
inst-0346,train,3,2.67,opus,Actions,Favorite & Pin
inst-0347,train,3,2.0,sol,Content,Product Detail
inst-0351,val,3,4.0,sol,Communication,About
inst-0352,train,3,4.0,opus,Utility,Calendar
inst-0353,train,2,2.0,sol,Utility,Chat Bot
inst-0357,train,3,3.0,sol,New User Experience,Signup
inst-0358,test,3,1.67,opus,Communication,Loading
inst-0360,train,1,1.0,opus,Account Management,Login
inst-0361,train,3,4.0,sol,Social,Notifications
inst-0364,train,2,2.5,sol,Utility,Widgets
inst-0366,test,2,1.0,sol,User Collections,Trash & Archive
inst-0367,train,2,3.0,opus,Utility,Media Editor
inst-0368,test,2,3.0,sol,Commerce & Finance,Subscription & Paywall
inst-0369,train,2,3.5,opus,Social,Followers & Following
inst-0371,test,2,4.0,opus,Actions,Move
inst-0372,train,2,2.5,sol,Actions,Reorder
inst-0375,train,2,2.5,opus,Utility,Reminder
inst-0378,train,2,2.5,sol,Utility,Reminder
inst-0380,train,3,2.0,opus,Communication,Terms & Conditions
inst-0384,train,2,3.0,sol,Actions,Set
inst-0393,train,3,2.67,sol,Communication,Terms & Conditions
inst-0395,train,2,3.0,sol,Data,Charts
inst-0399,val,1,4.0,sol,Social,Chat Detail
inst-0402,train,3,3.0,opus,Communication,Action Option
inst-0403,val,3,3.0,sol,Content,Emails & Messages
inst-0412,test,2,3.0,sol,Communication,Permission
inst-0421,test,2,3.5,opus,Content,Browse & Discover
inst-0426,train,1,4.0,sol,Utility,Media Editor
inst-0430,val,1,3.0,opus,Content,Event Detail
inst-0431,train,1,2.0,sol,Commerce & Finance,Checkout
inst-0435,train,1,3.0,sol,Content,Quiz
inst-0440,train,1,3.0,opus,Content,News Feed
inst-0441,train,2,2.5,sol,Commerce & Finance,Pricing
inst-0442,test,2,3.0,opus,Social,Achievements & Awards
inst-0448,train,1,4.0,sol,Utility,Browser
inst-0449,train,1,4.0,opus,New User Experience,Guided Tour & Tutorial
inst-0450,train,3,3.0,opus,Account Management,My Account & Profile
inst-0456,val,3,2.33,sol,Communication,Error
inst-0458,train,3,3.0,sol,Utility,Map
inst-0463,train,2,3.5,sol,Social,Groups & Community
inst-0464,train,2,3.0,opus,Utility,Date & Time
inst-0467,train,1,4.0,sol,Utility,Dynamic Island
inst-0469,train,1,3.0,sol,Actions,Select
inst-0473,train,3,3.0,sol,Communication,Help & Support
inst-0475,train,2,3.0,opus,Communication,About
inst-0478,train,3,3.67,sol,Commerce & Finance,Cart & Bag
inst-0480,test,2,3.5,sol,Actions,Draw & Annotate
inst-0482,train,2,2.5,sol,Social,Leaderboard
inst-0484,train,3,2.67,sol,New User Experience,Signup
inst-0490,train,1,2.0,sol,Actions,Cancel
inst-0492,train,3,2.0,sol,Content,Goal & Task
inst-0497,train,1,4.0,sol,Communication,Feature Info
inst-0499,train,3,2.0,opus,Communication,Permission
inst-0518,train,1,4.0,sol,Utility,Timeline & History
inst-0519,train,1,4.0,opus,Utility,Browser
inst-0520,train,3,3.33,sol,Actions,Like & Upvote
inst-0522,test,3,3.0,sol,Content,Event Detail
inst-0526,train,3,3.0,sol,Utility,Camera & Scanner
inst-0532,train,2,3.5,opus,Account Management,Settings & Preferences
inst-0535,test,2,1.5,opus,Content,Post Detail
inst-0546,train,1,3.0,sol,Actions,Filter & Sort
inst-0552,val,3,3.67,opus,Content,Recipe Detail
inst-0557,train,2,3.0,sol,Actions,Set
inst-0562,train,2,3.0,opus,Utility,Map
inst-0565,val,2,3.0,sol,Social,Reviews & Ratings
inst-0566,val,2,2.5,opus,Actions,Reorder
inst-0570,train,3,2.67,sol,Commerce & Finance,Shop & Storefront
inst-0581,test,3,3.33,sol,Communication,Permission
inst-0585,train,3,4.0,sol,Utility,Timer & Clock
inst-0597,train,2,3.0,sol,Content,Home
inst-0599,train,2,3.0,opus,Communication,Action Option
inst-0600,train,1,4.0,sol,Utility,Map
inst-0607,train,3,2.33,opus,Actions,Like & Upvote
inst-0614,train,2,2.0,sol,Actions,Schedule
inst-0622,train,3,1.0,sol,Content,Post Detail
inst-0624,train,1,2.0,sol,Utility,Audio Player
inst-0639,test,2,2.5,sol,Utility,Dynamic Island
inst-0643,test,3,2.67,sol,Actions,Select
inst-0644,test,3,3.67,opus,New User Experience,Signup
inst-0647,test,1,1.0,opus,Commerce & Finance,Cart & Bag
inst-0648,train,2,3.5,sol,Communication,About
inst-0652,test,1,4.0,sol,Utility,Chat Bot
inst-0656,test,1,4.0,opus,Communication,Permission
inst-0663,train,2,1.5,opus,Actions,Add & Create
inst-0664,train,3,4.0,sol,Actions,Search
inst-0671,train,2,3.0,opus,Content,Class & Lesson Detail
inst-0679,train,2,4.0,sol,Utility,Call
inst-0681,train,3,4.0,sol,Actions,Cancel
inst-0682,train,3,2.67,opus,Actions,Cancel
inst-0685,train,1,1.0,sol,Communication,Confirmation
inst-0686,train,1,3.0,opus,Commerce & Finance,Order Detail
inst-0687,train,3,3.67,opus,Communication,About
inst-0689,train,2,3.0,sol,Social,Followers & Following
inst-0690,train,2,2.5,opus,Social,Followers & Following
inst-0691,train,2,4.0,sol,Account Management,My Account & Profile
inst-0700,test,3,2.0,sol,Commerce & Finance,Subscription & Paywall
inst-0701,train,3,1.67,opus,Utility,Call
inst-0703,train,1,4.0,opus,Actions,Delete
inst-0709,test,1,3.0,sol,Social,Chat Detail
inst-0714,train,1,2.0,opus,Utility,Map
inst-0717,train,3,2.0,sol,User Collections,Trash & Archive
inst-0719,train,3,3.0,opus,Account Management,Delete & Deactivate Account
inst-0724,train,3,3.0,sol,Communication,Help & Support
inst-0727,test,1,2.0,sol,Actions,Reorder
inst-0728,train,3,2.33,sol,Content,Product Detail
inst-0730,test,3,3.33,sol,Commerce & Finance,Payment Method
inst-0732,train,2,3.0,sol,Utility,Calendar
inst-0741,val,3,4.0,sol,Data,Charts
inst-0745,train,1,2.0,sol,Commerce & Finance,Shop & Storefront
inst-0746,test,3,3.0,opus,Social,User / Group Profile
inst-0749,val,3,2.33,opus,Utility,Location & Address
inst-0755,train,1,4.0,opus,Utility,Timeline & History
inst-0759,train,3,3.0,opus,Actions,Transfer & Send Money
inst-0760,train,1,1.0,sol,Content,TV Show & Movie Detail
inst-0765,test,1,2.0,opus,Social,Notifications
inst-0769,train,2,3.0,sol,Actions,Edit
inst-0777,val,3,2.0,sol,Utility,Media Editor
inst-0779,train,3,2.33,sol,Communication,Empty State
inst-0781,train,3,3.0,sol,Actions,Flag & Report
inst-0785,train,2,2.0,sol,Social,Comments
inst-0790,train,3,2.67,sol,Content,Home
inst-0791,train,3,1.0,opus,Actions,Set
inst-0798,train,1,3.0,opus,Commerce & Finance,Shop & Storefront
inst-0800,train,1,4.0,sol,Communication,Loading
inst-0801,test,2,3.5,sol,Social,Groups & Community
inst-0803,train,2,3.0,sol,Actions,Save
inst-0808,train,2,2.5,sol,Content,Post Detail
inst-0809,val,3,3.0,sol,Utility,Dynamic Island
inst-0812,test,3,3.33,opus,Content,Class & Lesson Detail
inst-0829,train,3,4.0,sol,Actions,Draw & Annotate
inst-0831,train,2,2.0,opus,Utility,Date & Time
inst-0841,train,1,4.0,opus,Utility,Audio Player
inst-0844,test,2,2.5,opus,Communication,Empty State
inst-0847,train,3,2.0,sol,Commerce & Finance,Subscription & Paywall
inst-0848,test,3,2.33,opus,Actions,Cancel
inst-0850,train,1,4.0,opus,Social,Chat Detail
inst-0854,train,1,2.0,sol,New User Experience,Guided Tour & Tutorial
inst-0862,train,3,2.0,sol,Account Management,Login
inst-0867,train,1,2.0,sol,Communication,Privacy Policy
inst-0869,train,1,3.0,sol,Utility,Timeline & History
inst-0872,train,3,3.33,sol,Actions,Upload & Download
inst-0873,test,3,2.67,opus,Communication,Terms & Conditions
inst-0878,train,3,3.0,opus,Commerce & Finance,Order Detail
inst-0886,train,3,2.0,sol,New User Experience,Verification
inst-0888,val,1,4.0,sol,Utility,Widgets
inst-0891,train,1,4.0,opus,Communication,Action Option
inst-0896,train,3,3.67,opus,Actions,Favorite & Pin
inst-0898,train,2,3.5,sol,Content,Event Detail
inst-0899,test,2,3.0,sol,Communication,Acknowledgement & Success
inst-0900,val,2,1.5,opus,Actions,Select
inst-0908,train,2,4.0,sol,Utility,Location & Address
inst-0912,train,3,3.33,opus,Actions,Flag & Report
inst-0914,test,2,2.0,opus,Utility,Call
inst-0916,test,1,4.0,opus,Content,TV Show & Movie Detail
inst-0925,train,3,2.67,sol,Actions,Transfer & Send Money
inst-0926,train,3,4.0,opus,Utility,Timer & Clock
inst-0932,train,3,2.0,sol,Utility,Date & Time
inst-0938,train,2,3.0,sol,Actions,Invite & Refer Friends
inst-0939,train,2,3.0,opus,Actions,Reorder
inst-0940,train,2,3.5,sol,New User Experience,Account Setup
inst-0944,val,3,2.0,opus,Utility,Map
inst-0949,test,3,2.67,opus,Actions,Save
inst-0953,train,2,4.0,sol,Utility,Calendar
inst-0956,train,2,4.0,opus,Utility,Audio & Video Recorder
inst-0960,train,1,2.0,sol,Utility,Video Player
inst-0966,val,1,3.0,opus,User Collections,Playlists
inst-0967,train,1,3.0,sol,Actions,Flag & Report
inst-0972,train,1,2.0,opus,Actions,Set
inst-0973,test,3,2.67,sol,New User Experience,Splash Screen
inst-0981,train,3,3.33,sol,Actions,Save
inst-0982,train,3,2.0,opus,Actions,Share
inst-0985,train,2,1.5,sol,Data,Dashboard
inst-0986,train,2,2.0,sol,Data,Charts
inst-0987,train,3,2.67,sol,Data,Progress
inst-0988,train,1,3.0,sol,Data,Dashboard
inst-0989,test,2,2.5,sol,New User Experience,Welcome & Get Started
inst-0990,train,1,4.0,sol,New User Experience,Splash Screen
inst-0991,train,1,3.0,sol,Content,News Feed
inst-0992,train,3,2.0,sol,Communication,Privacy Policy
inst-0993,test,2,1.0,opus,Social,Social Feed
inst-0994,train,2,1.0,opus,Account Management,Delete & Deactivate Account
inst-0995,train,3,2.67,opus,Commerce & Finance,Order Detail
inst-0996,train,1,3.0,opus,Commerce & Finance,Subscription & Paywall
inst-0997,train,2,4.0,opus,Content,Recipe Detail
