set_id,revision,model,viewport_w,viewport_h,interactive,device
inst-0236,A,anthropic/claude-opus-5,390,560,0,
inst-0236,B,anthropic/claude-opus-5,390,560,0,
inst-0237,A,anthropic/claude-opus-5,390,560,0,
inst-0237,B,anthropic/claude-opus-5,390,560,0,
inst-0238,A,anthropic/claude-opus-5,390,560,0,
inst-0238,B,anthropic/claude-opus-5,390,560,0,
inst-0239,A,openai/gpt-5.6-sol,390,844,0,
inst-0239,B,openai/gpt-5.6-sol,390,844,0,
inst-0240,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0240,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0241,A,openai/gpt-5.6-sol,390,560,0,
inst-0241,B,openai/gpt-5.6-sol,390,560,0,
inst-0242,A,openai/gpt-5.6-sol,390,560,0,
inst-0242,B,openai/gpt-5.6-sol,390,560,0,
inst-0243,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0243,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0244,A,openai/gpt-5.6-sol,390,560,0,
inst-0244,B,openai/gpt-5.6-sol,390,560,0,
inst-0245,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0245,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0246,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0246,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0247,A,openai/gpt-5.6-sol,390,844,0,
inst-0247,B,openai/gpt-5.6-sol,390,844,0,
inst-0248,A,openai/gpt-5.6-sol,390,844,0,
inst-0248,B,openai/gpt-5.6-sol,390,844,0,
inst-0249,A,anthropic/claude-opus-5,390,560,0,
inst-0249,B,anthropic/claude-opus-5,390,560,0,
inst-0250,A,anthropic/claude-opus-5,390,844,0,
inst-0250,B,anthropic/claude-opus-5,390,844,0,
inst-0251,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0251,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0252,A,anthropic/claude-opus-5,390,560,0,
inst-0252,B,anthropic/claude-opus-5,390,560,0,
inst-0253,A,anthropic/claude-opus-5,390,560,0,
inst-0253,B,anthropic/claude-opus-5,390,560,0,
inst-0254,A,openai/gpt-5.6-sol,390,844,0,
inst-0254,B,openai/gpt-5.6-sol,390,844,0,
inst-0255,A,anthropic/claude-opus-5,390,844,0,
inst-0255,B,anthropic/claude-opus-5,390,844,0,
inst-0256,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0256,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0257,A,anthropic/claude-opus-5,390,844,0,
inst-0257,B,anthropic/claude-opus-5,390,844,0,
inst-0258,A,anthropic/claude-opus-5,390,560,0,
inst-0258,B,anthropic/claude-opus-5,390,560,0,
inst-0259,A,anthropic/claude-opus-5,768,1024,0,tablet
inst-0259,B,anthropic/claude-opus-5,768,1024,0,tablet
inst-0260,A,anthropic/claude-opus-5,390,560,0,
inst-0260,B,anthropic/claude-opus-5,390,560,0,
inst-0261,A,anthropic/claude-opus-5,390,560,0,
inst-0261,B,anthropic/claude-opus-5,390,560,0,
inst-0262,A,openai/gpt-5.6-sol,390,844,0,
inst-0262,B,openai/gpt-5.6-sol,390,844,0,
inst-0263,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0263,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0264,A,anthropic/claude-opus-5,390,844,0,
inst-0264,B,anthropic/claude-opus-5,390,844,0,
inst-0265,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0265,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0266,A,openai/gpt-5.6-sol,390,560,0,
inst-0266,B,openai/gpt-5.6-sol,390,560,0,
inst-0267,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0267,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0268,A,anthropic/claude-opus-5,390,844,0,
inst-0268,B,anthropic/claude-opus-5,390,844,0,
inst-0269,A,openai/gpt-5.6-sol,390,560,0,
inst-0269,B,openai/gpt-5.6-sol,390,560,0,
inst-0270,A,openai/gpt-5.6-sol,390,844,0,
inst-0270,B,openai/gpt-5.6-sol,390,844,0,
inst-0271,A,openai/gpt-5.6-sol,390,844,0,
inst-0271,B,openai/gpt-5.6-sol,390,844,0,
inst-0272,A,anthropic/claude-opus-5,390,560,0,
inst-0272,B,anthropic/claude-opus-5,390,560,0,
inst-0273,A,anthropic/claude-opus-5,390,844,0,
inst-0273,B,anthropic/claude-opus-5,390,844,0,
inst-0274,A,openai/gpt-5.6-sol,390,844,0,
inst-0274,B,openai/gpt-5.6-sol,390,844,0,
inst-0275,A,anthropic/claude-opus-5,390,560,0,
inst-0275,B,anthropic/claude-opus-5,390,560,0,
inst-0276,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0276,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0277,A,anthropic/claude-opus-5,390,844,0,
inst-0277,B,anthropic/claude-opus-5,390,844,0,
inst-0278,A,anthropic/claude-opus-5,390,844,0,
inst-0278,B,anthropic/claude-opus-5,390,844,0,
inst-0279,A,openai/gpt-5.6-sol,390,560,0,
inst-0279,B,openai/gpt-5.6-sol,390,560,0,
inst-0280,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0280,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0281,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0281,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0282,A,openai/gpt-5.6-sol,390,560,0,
inst-0282,B,openai/gpt-5.6-sol,390,560,0,
inst-0283,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0283,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0284,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0284,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0285,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0285,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0286,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0286,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0287,A,anthropic/claude-opus-5,390,844,0,
inst-0287,B,anthropic/claude-opus-5,390,844,0,
inst-0288,A,anthropic/claude-opus-5,390,844,0,
inst-0288,B,anthropic/claude-opus-5,390,844,0,
inst-0289,A,anthropic/claude-opus-5,390,844,0,
inst-0289,B,anthropic/claude-opus-5,390,844,0,
inst-0290,A,openai/gpt-5.6-sol,390,844,0,
inst-0290,B,openai/gpt-5.6-sol,390,844,0,
inst-0291,A,anthropic/claude-opus-5,390,560,0,
inst-0291,B,anthropic/claude-opus-5,390,560,0,
inst-0292,A,openai/gpt-5.6-sol,390,560,0,
inst-0292,B,openai/gpt-5.6-sol,390,560,0,
inst-0293,A,anthropic/claude-opus-5,390,844,0,
inst-0293,B,anthropic/claude-opus-5,390,844,0,
inst-0294,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0294,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0295,A,openai/gpt-5.6-sol,390,560,0,
inst-0295,B,openai/gpt-5.6-sol,390,560,0,
inst-0296,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0296,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0297,A,openai/gpt-5.6-sol,390,844,0,
inst-0297,B,openai/gpt-5.6-sol,390,844,0,
inst-0298,A,anthropic/claude-opus-5,390,844,0,
inst-0298,B,anthropic/claude-opus-5,390,844,0,
inst-0299,A,openai/gpt-5.6-sol,390,560,0,
inst-0299,B,openai/gpt-5.6-sol,390,560,0,
inst-0300,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0300,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0301,A,anthropic/claude-opus-5,390,560,0,
inst-0301,B,anthropic/claude-opus-5,390,560,0,
inst-0302,A,anthropic/claude-opus-5,390,560,0,
inst-0302,B,anthropic/claude-opus-5,390,560,0,
inst-0303,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0303,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0304,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0304,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0305,A,anthropic/claude-opus-5,390,844,0,
inst-0305,B,anthropic/claude-opus-5,390,844,0,
inst-0306,A,openai/gpt-5.6-sol,390,844,0,
inst-0306,B,openai/gpt-5.6-sol,390,844,0,
inst-0307,A,anthropic/claude-opus-5,390,844,0,
inst-0307,B,anthropic/claude-opus-5,390,844,0,
inst-0308,A,anthropic/claude-opus-5,390,844,0,
inst-0308,B,anthropic/claude-opus-5,390,844,0,
inst-0309,A,anthropic/claude-opus-5,390,560,0,
inst-0309,B,anthropic/claude-opus-5,390,560,0,
inst-0310,A,anthropic/claude-opus-5,390,560,0,
inst-0310,B,anthropic/claude-opus-5,390,560,0,
inst-0311,A,openai/gpt-5.6-sol,390,844,0,
inst-0311,B,openai/gpt-5.6-sol,390,844,0,
inst-0312,A,openai/gpt-5.6-sol,390,844,0,
inst-0312,B,openai/gpt-5.6-sol,390,844,0,
inst-0313,A,anthropic/claude-opus-5,768,1024,0,tablet
inst-0313,B,anthropic/claude-opus-5,768,1024,0,tablet
inst-0314,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0314,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0315,A,openai/gpt-5.6-sol,390,560,0,
inst-0315,B,openai/gpt-5.6-sol,390,560,0,
inst-0316,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0316,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0317,A,anthropic/claude-opus-5,390,560,0,
inst-0317,B,anthropic/claude-opus-5,390,560,0,
inst-0318,A,openai/gpt-5.6-sol,390,844,0,
inst-0318,B,openai/gpt-5.6-sol,390,844,0,
inst-0319,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0319,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0320,A,openai/gpt-5.6-sol,390,844,0,
inst-0320,B,openai/gpt-5.6-sol,390,844,0,
inst-0321,A,openai/gpt-5.6-sol,390,844,0,
inst-0321,B,openai/gpt-5.6-sol,390,844,0,
inst-0322,A,anthropic/claude-opus-5,390,844,0,
inst-0322,B,anthropic/claude-opus-5,390,844,0,
inst-0323,A,openai/gpt-5.6-sol,390,560,0,
inst-0323,B,openai/gpt-5.6-sol,390,560,0,
inst-0324,A,openai/gpt-5.6-sol,390,560,0,
inst-0324,B,openai/gpt-5.6-sol,390,560,0,
inst-0325,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0325,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0326,A,anthropic/claude-opus-5,390,560,0,
inst-0326,B,anthropic/claude-opus-5,390,560,0,
inst-0327,A,openai/gpt-5.6-sol,390,560,0,
inst-0327,B,openai/gpt-5.6-sol,390,560,0,
inst-0328,A,anthropic/claude-opus-5,390,560,0,
inst-0328,B,anthropic/claude-opus-5,390,560,0,
inst-0329,A,anthropic/claude-opus-5,390,844,0,
inst-0329,B,anthropic/claude-opus-5,390,844,0,
inst-0330,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0330,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0331,A,anthropic/claude-opus-5,390,844,0,
inst-0331,B,anthropic/claude-opus-5,390,844,0,
inst-0332,A,openai/gpt-5.6-sol,184,224,0,watch
inst-0332,B,openai/gpt-5.6-sol,184,224,0,watch
inst-0333,A,openai/gpt-5.6-sol,390,844,0,
inst-0333,B,openai/gpt-5.6-sol,390,844,0,
inst-0334,A,openai/gpt-5.6-sol,390,844,0,
inst-0334,B,openai/gpt-5.6-sol,390,844,0,
inst-0335,A,openai/gpt-5.6-sol,390,844,0,
inst-0335,B,openai/gpt-5.6-sol,390,844,0,
inst-0336,A,openai/gpt-5.6-sol,390,844,0,
inst-0336,B,openai/gpt-5.6-sol,390,844,0,
inst-0337,A,anthropic/claude-opus-5,390,560,0,
inst-0337,B,anthropic/claude-opus-5,390,560,0,
inst-0338,A,openai/gpt-5.6-sol,390,560,0,
inst-0338,B,openai/gpt-5.6-sol,390,560,0,
inst-0339,A,anthropic/claude-opus-5,390,844,0,
inst-0339,B,anthropic/claude-opus-5,390,844,0,
inst-0340,A,openai/gpt-5.6-sol,390,560,0,
inst-0340,B,openai/gpt-5.6-sol,390,560,0,
inst-0341,A,openai/gpt-5.6-sol,390,560,0,
inst-0341,B,openai/gpt-5.6-sol,390,560,0,
inst-0342,A,anthropic/claude-opus-5,390,844,0,
inst-0342,B,anthropic/claude-opus-5,390,844,0,
inst-0343,A,anthropic/claude-opus-5,390,844,0,
inst-0343,B,anthropic/claude-opus-5,390,844,0,
inst-0344,A,anthropic/claude-opus-5,390,844,0,
inst-0344,B,anthropic/claude-opus-5,390,844,0,
inst-0345,A,openai/gpt-5.6-sol,390,560,0,
inst-0345,B,openai/gpt-5.6-sol,390,560,0,
inst-0346,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0346,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0347,A,openai/gpt-5.6-sol,390,844,0,
inst-0347,B,openai/gpt-5.6-sol,390,844,0,
inst-0348,A,openai/gpt-5.6-sol,390,844,0,
inst-0348,B,openai/gpt-5.6-sol,390,844,0,
inst-0349,A,openai/gpt-5.6-sol,390,844,0,
inst-0349,B,openai/gpt-5.6-sol,390,844,0,
inst-0350,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0350,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0351,A,openai/gpt-5.6-sol,390,844,0,
inst-0351,B,openai/gpt-5.6-sol,390,844,0,
inst-0352,A,anthropic/claude-opus-5,768,1024,0,tablet
inst-0352,B,anthropic/claude-opus-5,768,1024,0,tablet
inst-0353,A,openai/gpt-5.6-sol,390,844,0,
inst-0353,B,openai/gpt-5.6-sol,390,844,0,
inst-0354,A,anthropic/claude-opus-5,390,560,0,
inst-0354,B,anthropic/claude-opus-5,390,560,0,
inst-0355,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0355,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0356,A,anthropic/claude-opus-5,390,844,0,
inst-0356,B,anthropic/claude-opus-5,390,844,0,
inst-0357,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0357,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0358,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0358,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0359,A,anthropic/claude-opus-5,390,560,0,
inst-0359,B,anthropic/claude-opus-5,390,560,0,
inst-0360,A,openai/gpt-5.6-sol,390,844,0,
inst-0360,B,openai/gpt-5.6-sol,390,844,0,
inst-0361,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0361,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0362,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0362,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0363,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0363,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0364,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0364,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0365,A,anthropic/claude-opus-5,390,560,0,
inst-0365,B,anthropic/claude-opus-5,390,560,0,
inst-0366,A,anthropic/claude-opus-5,390,844,0,
inst-0366,B,anthropic/claude-opus-5,390,844,0,
inst-0367,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0367,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0368,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0368,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0369,A,anthropic/claude-opus-5,390,844,0,
inst-0369,B,anthropic/claude-opus-5,390,844,0,
inst-0370,A,anthropic/claude-opus-5,390,560,0,
inst-0370,B,anthropic/claude-opus-5,390,560,0,
inst-0371,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0371,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0372,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0372,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0373,A,anthropic/claude-opus-5,390,844,0,
inst-0373,B,anthropic/claude-opus-5,390,844,0,
inst-0374,A,anthropic/claude-opus-5,390,844,0,
inst-0374,B,anthropic/claude-opus-5,390,844,0,
inst-0375,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0375,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0376,A,openai/gpt-5.6-sol,390,844,0,
inst-0376,B,openai/gpt-5.6-sol,390,844,0,
inst-0377,A,openai/gpt-5.6-sol,184,224,0,watch
inst-0377,B,openai/gpt-5.6-sol,184,224,0,watch
inst-0378,A,openai/gpt-5.6-sol,390,844,0,
inst-0378,B,openai/gpt-5.6-sol,390,844,0,
inst-0379,A,openai/gpt-5.6-sol,390,560,0,
inst-0379,B,openai/gpt-5.6-sol,390,560,0,
inst-0380,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0380,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0381,A,openai/gpt-5.6-sol,390,844,0,
inst-0381,B,openai/gpt-5.6-sol,390,844,0,
inst-0382,A,anthropic/claude-opus-5,390,844,0,
inst-0382,B,anthropic/claude-opus-5,390,844,0,
inst-0383,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0383,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0384,A,anthropic/claude-opus-5,390,560,0,
inst-0384,B,anthropic/claude-opus-5,390,560,0,
inst-0385,A,anthropic/claude-opus-5,390,560,0,
inst-0385,B,anthropic/claude-opus-5,390,560,0,
inst-0386,A,anthropic/claude-opus-5,390,844,0,
inst-0386,B,anthropic/claude-opus-5,390,844,0,
inst-0387,A,anthropic/claude-opus-5,390,844,0,
inst-0387,B,anthropic/claude-opus-5,390,844,0,
inst-0388,A,openai/gpt-5.6-sol,390,844,0,
inst-0388,B,openai/gpt-5.6-sol,390,844,0,
inst-0389,A,openai/gpt-5.6-sol,390,844,0,
inst-0389,B,openai/gpt-5.6-sol,390,844,0,
inst-0390,A,anthropic/claude-opus-5,390,560,0,
inst-0390,B,anthropic/claude-opus-5,390,560,0,
inst-0391,A,openai/gpt-5.6-sol,390,560,0,
inst-0391,B,openai/gpt-5.6-sol,390,560,0,
inst-0392,A,openai/gpt-5.6-sol,390,844,0,
inst-0392,B,openai/gpt-5.6-sol,390,844,0,
inst-0393,A,openai/gpt-5.6-sol,390,844,0,
inst-0393,B,openai/gpt-5.6-sol,390,844,0,
inst-0394,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0394,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0395,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0395,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0396,A,openai/gpt-5.6-sol,390,844,0,
inst-0396,B,openai/gpt-5.6-sol,390,844,0,
inst-0397,A,openai/gpt-5.6-sol,390,560,0,
inst-0397,B,openai/gpt-5.6-sol,390,560,0,
inst-0398,A,openai/gpt-5.6-sol,390,560,0,
inst-0398,B,openai/gpt-5.6-sol,390,560,0,
inst-0399,A,anthropic/claude-opus-5,768,1024,0,tablet
inst-0399,B,anthropic/claude-opus-5,768,1024,0,tablet
inst-0400,A,openai/gpt-5.6-sol,390,844,0,
inst-0400,B,openai/gpt-5.6-sol,390,844,0,
inst-0401,A,anthropic/claude-opus-5,390,560,0,
inst-0401,B,anthropic/claude-opus-5,390,560,0,
inst-0402,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0402,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0403,A,anthropic/claude-opus-5,390,844,0,
inst-0403,B,anthropic/claude-opus-5,390,844,0,
inst-0404,A,openai/gpt-5.6-sol,390,560,0,
inst-0404,B,openai/gpt-5.6-sol,390,560,0,
inst-0405,A,anthropic/claude-opus-5,390,560,0,
inst-0405,B,anthropic/claude-opus-5,390,560,0,
inst-0406,A,openai/gpt-5.6-sol,390,844,0,
inst-0406,B,openai/gpt-5.6-sol,390,844,0,
inst-0407,A,anthropic/claude-opus-5,390,844,0,
inst-0407,B,anthropic/claude-opus-5,390,844,0,
inst-0408,A,anthropic/claude-opus-5,390,844,0,
inst-0408,B,anthropic/claude-opus-5,390,844,0,
inst-0409,A,anthropic/claude-opus-5,390,560,0,
inst-0409,B,anthropic/claude-opus-5,390,560,0,
inst-0410,A,anthropic/claude-opus-5,390,560,0,
inst-0410,B,anthropic/claude-opus-5,390,560,0,
inst-0411,A,anthropic/claude-opus-5,390,844,0,
inst-0411,B,anthropic/claude-opus-5,390,844,0,
inst-0412,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0412,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0413,A,anthropic/claude-opus-5,390,844,0,
inst-0413,B,anthropic/claude-opus-5,390,844,0,
inst-0414,A,anthropic/claude-opus-5,390,844,0,
inst-0414,B,anthropic/claude-opus-5,390,844,0,
inst-0415,A,anthropic/claude-opus-5,390,844,0,
inst-0415,B,anthropic/claude-opus-5,390,844,0,
inst-0416,A,openai/gpt-5.6-sol,390,844,0,
inst-0416,B,openai/gpt-5.6-sol,390,844,0,
inst-0417,A,openai/gpt-5.6-sol,390,844,0,
inst-0417,B,openai/gpt-5.6-sol,390,844,0,
inst-0418,A,openai/gpt-5.6-sol,390,560,0,
inst-0418,B,openai/gpt-5.6-sol,390,560,0,
inst-0419,A,openai/gpt-5.6-sol,390,560,0,
inst-0419,B,openai/gpt-5.6-sol,390,560,0,
inst-0420,A,openai/gpt-5.6-sol,390,560,0,
inst-0420,B,openai/gpt-5.6-sol,390,560,0,
inst-0421,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0421,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0422,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0422,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0423,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0423,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0424,A,openai/gpt-5.6-sol,390,844,0,
inst-0424,B,openai/gpt-5.6-sol,390,844,0,
inst-0425,A,anthropic/claude-opus-5,390,560,0,
inst-0425,B,anthropic/claude-opus-5,390,560,0,
inst-0426,A,anthropic/claude-opus-5,768,1024,0,tablet
inst-0426,B,anthropic/claude-opus-5,768,1024,0,tablet
inst-0427,A,openai/gpt-5.6-sol,390,844,0,
inst-0427,B,openai/gpt-5.6-sol,390,844,0,
inst-0428,A,anthropic/claude-opus-5,390,560,0,
inst-0428,B,anthropic/claude-opus-5,390,560,0,
inst-0429,A,openai/gpt-5.6-sol,390,560,0,
inst-0429,B,openai/gpt-5.6-sol,390,560,0,
inst-0430,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0430,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0431,A,openai/gpt-5.6-sol,390,844,0,
inst-0431,B,openai/gpt-5.6-sol,390,844,0,
inst-0432,A,anthropic/claude-opus-5,184,224,0,watch
inst-0432,B,anthropic/claude-opus-5,184,224,0,watch
inst-0433,A,anthropic/claude-opus-5,390,560,0,
inst-0433,B,anthropic/claude-opus-5,390,560,0,
inst-0434,A,anthropic/claude-opus-5,768,1024,0,tablet
inst-0434,B,anthropic/claude-opus-5,768,1024,0,tablet
inst-0435,A,anthropic/claude-opus-5,390,844,0,
inst-0435,B,anthropic/claude-opus-5,390,844,0,
inst-0436,A,anthropic/claude-opus-5,390,844,0,
inst-0436,B,anthropic/claude-opus-5,390,844,0,
inst-0437,A,openai/gpt-5.6-sol,390,560,0,
inst-0437,B,openai/gpt-5.6-sol,390,560,0,
inst-0438,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0438,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0439,A,anthropic/claude-opus-5,390,844,0,
inst-0439,B,anthropic/claude-opus-5,390,844,0,
inst-0440,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0440,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0441,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0441,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0442,A,anthropic/claude-opus-5,184,224,0,watch
inst-0442,B,anthropic/claude-opus-5,184,224,0,watch
inst-0443,A,anthropic/claude-opus-5,390,560,0,
inst-0443,B,anthropic/claude-opus-5,390,560,0,
inst-0444,A,anthropic/claude-opus-5,390,844,0,
inst-0444,B,anthropic/claude-opus-5,390,844,0,
inst-0445,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0445,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0446,A,anthropic/claude-opus-5,390,844,0,
inst-0446,B,anthropic/claude-opus-5,390,844,0,
inst-0447,A,anthropic/claude-opus-5,390,560,0,
inst-0447,B,anthropic/claude-opus-5,390,560,0,
inst-0448,A,openai/gpt-5.6-sol,390,844,0,
inst-0448,B,openai/gpt-5.6-sol,390,844,0,
inst-0449,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0449,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0450,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0450,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0451,A,anthropic/claude-opus-5,390,560,0,
inst-0451,B,anthropic/claude-opus-5,390,560,0,
inst-0452,A,anthropic/claude-opus-5,390,560,0,
inst-0452,B,anthropic/claude-opus-5,390,560,0,
inst-0453,A,openai/gpt-5.6-sol,390,844,0,
inst-0453,B,openai/gpt-5.6-sol,390,844,0,
inst-0454,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0454,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0455,A,openai/gpt-5.6-sol,390,560,0,
inst-0455,B,openai/gpt-5.6-sol,390,560,0,
inst-0456,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0456,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0457,A,openai/gpt-5.6-sol,390,844,0,
inst-0457,B,openai/gpt-5.6-sol,390,844,0,
inst-0458,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0458,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0459,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0459,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0460,A,openai/gpt-5.6-sol,390,844,0,
inst-0460,B,openai/gpt-5.6-sol,390,844,0,
inst-0461,A,openai/gpt-5.6-sol,390,560,0,
inst-0461,B,openai/gpt-5.6-sol,390,560,0,
inst-0462,A,anthropic/claude-opus-5,390,844,0,
inst-0462,B,anthropic/claude-opus-5,390,844,0,
inst-0463,A,anthropic/claude-opus-5,1024,768,0,desktop
inst-0463,B,anthropic/claude-opus-5,1024,768,0,desktop
inst-0464,A,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0464,B,openai/gpt-5.6-sol,1024,768,0,desktop
inst-0465,A,anthropic/claude-opus-5,390,560,0,
inst-0465,B,anthropic/claude-opus-5,390,560,0,
inst-0466,A,openai/gpt-5.6-sol,390,844,0,
inst-0466,B,openai/gpt-5.6-sol,390,844,0,
inst-0467,A,openai/gpt-5.6-sol,184,224,0,watch
inst-0467,B,openai/gpt-5.6-sol,184,224,0,watch
inst-0468,A,anthropic/claude-opus-5,390,844,0,
inst-0468,B,anthropic/claude-opus-5,390,844,0,
inst-0469,A,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0469,B,openai/gpt-5.6-sol,768,1024,0,tablet
inst-0470,A,openai/gpt-5.6-sol,390,560,0,
inst-0470,B,openai/gpt-5.6-sol,390,560,0,
